3.8000000e+02	2.2982253e-06
3.8100000e+02	2.0629017e-06
3.8200000e+02	1.7939605e-06
3.8300000e+02	1.3385940e-06
3.8400000e+02	1.5005700e-06
3.8500000e+02	1.5739176e-06
3.8600000e+02	2.7566479e-06
3.8700000e+02	3.0225331e-06
3.8800000e+02	4.4314185e-06
3.8900000e+02	5.8678094e-06
3.9000000e+02	8.5877835e-06
3.9100000e+02	1.2805272e-05
3.9200000e+02	1.9314873e-05
3.9300000e+02	2.8269394e-05
3.9400000e+02	3.9424344e-05
3.9500000e+02	5.5010713e-05
3.9600000e+02	7.8543073e-05
3.9700000e+02	1.0696528e-04
3.9800000e+02	1.3997170e-04
3.9900000e+02	1.8214658e-04
4.0000000e+02	2.3929660e-04
4.0100000e+02	2.9980839e-04
4.0200000e+02	3.7590654e-04
4.0300000e+02	4.7064721e-04
4.0400000e+02	5.7761249e-04
4.0500000e+02	6.6929701e-04
4.0600000e+02	7.6098153e-04
4.0700000e+02	8.4044145e-04
4.0800000e+02	8.8933986e-04
4.0900000e+02	8.8933986e-04
4.1000000e+02	8.4044145e-04
4.1100000e+02	7.4570078e-04
4.1200000e+02	6.3567935e-04
4.1300000e+02	5.2565792e-04
4.1400000e+02	4.3091725e-04
4.1500000e+02	3.4534503e-04
4.1600000e+02	2.7169180e-04
4.1700000e+02	2.2248777e-04
4.1800000e+02	1.8428589e-04
4.1900000e+02	1.5372438e-04
4.2000000e+02	1.2621902e-04
4.2100000e+02	1.0543720e-04
4.2200000e+02	8.6489065e-05
4.2300000e+02	6.9985851e-05
4.2400000e+02	5.5316328e-05
4.2500000e+02	4.4008570e-05
4.2600000e+02	3.5451348e-05
4.2700000e+02	2.9491854e-05
4.2800000e+02	2.4724259e-05
4.2900000e+02	2.0812386e-05
4.3000000e+02	1.8245220e-05
4.3100000e+02	1.6686583e-05
4.3200000e+02	1.5066823e-05
4.3300000e+02	1.3233133e-05
4.3400000e+02	1.1643934e-05
4.3500000e+02	1.0299228e-05
4.3600000e+02	8.9239601e-06
4.3700000e+02	7.6403768e-06
4.3800000e+02	6.3567935e-06
4.3900000e+02	5.4093868e-06
4.4000000e+02	4.4619800e-06
4.4100000e+02	3.6979424e-06
4.4200000e+02	3.1478352e-06
4.4300000e+02	2.6985811e-06
4.4400000e+02	2.3104499e-06
4.4500000e+02	2.4113029e-06
4.4600000e+02	2.4265837e-06
4.4700000e+02	2.2371023e-06
4.4800000e+02	2.3012815e-06
4.4900000e+02	2.2004285e-06
4.5000000e+02	2.0781825e-06
4.5100000e+02	2.1056878e-06
4.5200000e+02	1.8459150e-06
4.5300000e+02	1.9314873e-06
4.5400000e+02	1.9498242e-06
4.5500000e+02	1.7542305e-06
4.5600000e+02	1.5616930e-06
4.5700000e+02	1.4944577e-06
4.5800000e+02	1.3691555e-06
4.5900000e+02	1.1918988e-06
4.6000000e+02	1.0268666e-06
4.6100000e+02	9.5351902e-07
4.6200000e+02	8.8322756e-07
4.6300000e+02	8.0987994e-07
4.6400000e+02	8.7405911e-07
4.6500000e+02	7.7320613e-07
