3.8000000e+02	2.6038528e-06
3.8100000e+02	3.8550239e-06
3.8200000e+02	1.7939605e-06
3.8300000e+02	1.5113861e-06
3.8400000e+02	1.5005700e-06
3.8500000e+02	2.0207087e-06
3.8600000e+02	2.7566479e-06
3.8700000e+02	3.0225331e-06
3.8800000e+02	4.4314185e-06
3.8900000e+02	5.9651422e-06
3.9000000e+02	9.7716036e-06
3.9100000e+02	1.2805272e-05
3.9200000e+02	1.9606791e-05
3.9300000e+02	2.8926330e-05
3.9400000e+02	3.9661009e-05
3.9500000e+02	5.5431997e-05
3.9600000e+02	7.8618444e-05
3.9700000e+02	1.0731497e-04
3.9800000e+02	1.4014614e-04
3.9900000e+02	1.8243704e-04
4.0000000e+02	2.3946971e-04
4.0100000e+02	2.9996390e-04
4.0200000e+02	3.7590654e-04
4.0300000e+02	4.7081918e-04
4.0400000e+02	5.7773784e-04
4.0500000e+02	6.6945460e-04
4.0600000e+02	7.6098153e-04
4.0700000e+02	8.4074798e-04
4.0800000e+02	8.8946163e-04
4.0900000e+02	8.8945901e-04
4.1000000e+02	8.4044145e-04
4.1100000e+02	7.4619282e-04
4.1200000e+02	6.3567935e-04
4.1300000e+02	5.2565792e-04
4.1400000e+02	4.3091725e-04
4.1500000e+02	3.4534503e-04
4.1600000e+02	2.7230727e-04
4.1700000e+02	2.2248777e-04
4.1800000e+02	1.8428589e-04
4.1900000e+02	1.5374420e-04
4.2000000e+02	1.2700165e-04
4.2100000e+02	1.0557872e-04
4.2200000e+02	8.7001194e-05
4.2300000e+02	7.0084106e-05
4.2400000e+02	5.5375185e-05
4.2500000e+02	4.4275975e-05
4.2600000e+02	3.5945735e-05
4.2700000e+02	2.9804409e-05
4.2800000e+02	2.4813082e-05
4.2900000e+02	2.0869572e-05
4.3000000e+02	1.8567115e-05
4.3100000e+02	1.6782808e-05
4.3200000e+02	1.6453737e-05
4.3300000e+02	1.3360875e-05
4.3400000e+02	1.2181182e-05
4.3500000e+02	1.0462786e-05
4.3600000e+02	9.1579561e-06
4.3700000e+02	8.2910171e-06
4.3800000e+02	6.5812387e-06
4.3900000e+02	6.0274434e-06
4.4000000e+02	5.7104319e-06
4.4100000e+02	3.9247752e-06
4.4200000e+02	3.7358186e-06
4.4300000e+02	3.0356685e-06
4.4400000e+02	3.2359297e-06
4.4500000e+02	3.6099280e-06
4.4600000e+02	3.1912118e-06
4.4700000e+02	2.9560870e-06
4.4800000e+02	3.0568221e-06
4.4900000e+02	3.0546421e-06
4.5000000e+02	2.8546704e-06
4.5100000e+02	3.0749212e-06
4.5200000e+02	3.1327587e-06
4.5300000e+02	2.5614702e-06
4.5400000e+02	3.0083084e-06
4.5500000e+02	2.2502177e-06
4.5600000e+02	2.1195185e-06
4.5700000e+02	1.9851330e-06
4.5800000e+02	1.9813544e-06
4.5900000e+02	2.1044556e-06
4.6000000e+02	1.3360757e-06
4.6100000e+02	1.5758647e-06
4.6200000e+02	1.7550203e-06
4.6300000e+02	1.1202828e-06
4.6400000e+02	1.5956795e-06
4.6500000e+02	1.0940577e-06
4.6600000e+02	1.1885618e-06
4.6700000e+02	1.3815813e-06
4.6800000e+02	1.0245158e-06
4.6900000e+02	1.2000038e-06
4.7000000e+02	1.1657139e-06
4.7100000e+02	1.0208797e-06
4.7200000e+02	7.8143778e-07
4.7300000e+02	7.2280734e-07
4.7400000e+02	6.6713884e-07
4.7500000e+02	7.9031955e-07
4.7600000e+02	7.0211250e-07
4.7700000e+02	9.0699651e-07
4.7800000e+02	6.9528620e-07
4.7900000e+02	6.9931124e-07
4.8000000e+02	6.1027401e-07
4.8100000e+02	6.4361399e-07
4.8200000e+02	8.1681592e-07
4.8300000e+02	4.8145687e-07
4.8400000e+02	4.7557185e-07
4.8500000e+02	4.3627098e-07
4.8600000e+02	7.2568419e-07
4.8700000e+02	5.4008563e-07
4.8800000e+02	6.7145507e-07
4.8900000e+02	3.4105148e-07
4.9000000e+02	6.4625335e-07
4.9100000e+02	6.9085202e-07
4.9200000e+02	5.2541924e-07
4.9300000e+02	4.8089137e-07
4.9400000e+02	6.9820187e-07
4.9500000e+02	4.7055703e-07
4.9600000e+02	4.5341398e-07
4.9700000e+02	8.4427490e-07
4.9800000e+02	6.7039532e-07
4.9900000e+02	8.3040349e-07
5.0000000e+02	7.0632044e-07
5.0100000e+02	5.2477744e-07
5.0200000e+02	7.7224284e-07
5.0300000e+02	6.4637359e-07
5.0400000e+02	6.4624060e-07
5.0500000e+02	6.8125918e-07
5.0600000e+02	6.6554737e-07
5.0700000e+02	9.1175372e-07
5.0800000e+02	8.8901943e-07
5.0900000e+02	1.0443313e-06
5.1000000e+02	1.0805382e-06
5.1100000e+02	7.1552787e-07
5.1200000e+02	7.0693457e-07
